Category Name,Course Name,Course URL,First Instructor,Course Description,# of Students,# of Ratings
Physical Science and Engineering,Self-Driving Cars,https://www.coursera.org/specializations/self-driving-cars,Steven Waslander,"Be at the forefront of the autonomous driving industry. With market researchers predicting a $42-billion market and more than 20 million self-driving cars on the road by 2025, the next big job boom is right around the corner.

This Specialization gives you a comprehensive understanding of state-of-the-art engineering practices used in the self-driving car industry. You'll get to interact with real data sets from an autonomous vehicle (AV)―all through hands-on projects using the open source simulator CARLA.

Throughout your courses, you’ll hear from industry experts who work at companies like Oxbotica and Zoox as they share insights about autonomous technology and how that is powering job growth within the field.

You’ll learn from a highly realistic driving environment that features 3D pedestrian modelling and environmental conditions. When you complete the Specialization successfully, you’ll be able to build your own self-driving software stack and be ready to apply for jobs in the autonomous vehicle industry.

It is recommended that you have some background in linear algebra, probability, statistics, calculus, physics, control theory, and Python programming. You will need these specifications in order to effectively run the CARLA simulator: Windows 7 64-bit (or later) or Ubuntu 16.04 (or later), Quad-core Intel or AMD processor (2.5 GHz or faster), NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher, 8 GB RAM, and OpenGL 3 or greater (for Linux computers).","60,988","2,415"
Physical Science and Engineering,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot,NaN,"Design, create, and deploy a fun IoT device using Arduino and Raspberry Pi platforms.

This Specialization covers embedded systems, the Raspberry Pi Platform, and the Arduino environment for building devices that can control the physical world. In the final Capstone Project, you’ll apply the skills you learned by designing, building, and testing a microcontroller-based embedded system, producing a unique final project suitable for showcasing to future employers. Please note that this specialization does not offer discussion forums.","140,231","11,760"
Physical Science and Engineering,Understanding Research Methods,https://www.coursera.org/learn/research-methods,"Dr J. Simon Rofe, SOAS, University of London",None,"266,256","6,374"
Physical Science and Engineering,Robótica,https://www.coursera.org/learn/robotica-inicial,NaN,None,"242,028","1,429"
Physical Science and Engineering,How Things Work: An Introduction to Physics,https://www.coursera.org/learn/how-things-work,NaN,An introduction to physics in the context of everyday objects.,"237,653","2,660"
Physical Science and Engineering,Introduction to Engineering Mechanics,https://www.coursera.org/learn/engineering-mechanics-statics,NaN,None,"224,441","4,548"
Physical Science and Engineering,Astronomy: Exploring Time and Space,https://www.coursera.org/learn/astro,NaN,This course is designed for anyone who is interested in learning more about modern astronomy. We will help you get up to date on the most recent astronomical discoveries while also providing support at an introductory level for those who have no background in science.,"202,758","3,356"
Physical Science and Engineering,Computer Architecture,https://www.coursera.org/learn/comparch,NaN,None,"202,728","1,964"
Physical Science and Engineering,Introduction to Electronics,https://www.coursera.org/learn/electronics,Dr. Bonnie H. Ferri,"This course introduces students to the basic components of electronics: diodes, transistors, and op amps.  It covers the basic operation and some common applications.","193,207","2,359"
Physical Science and Engineering,Cybersecurity,https://www.coursera.org/specializations/cyber-security,Jennifer Golbeck,"The Cybersecurity Specialization covers the fundamental concepts underlying the construction of secure systems, from the hardware to the software to the human-computer interface, with the use of cryptography to secure interactions. These concepts are illustrated with examples drawn from modern practice, and augmented with hands-on exercises involving relevant tools and techniques. Successful participants will develop a way of thinking that is security-oriented, better understanding how to think about adversaries and how to build systems that defend against them.","81,061","4,132"
Physical Science and Engineering,"English for Science, Technology, Engineering, and Mathematics",https://www.coursera.org/learn/stem,Jack Sullivan,None,"175,097","2,485"
Physical Science and Engineering,The Arduino Platform and C Programming,https://www.coursera.org/learn/arduino-platform,NaN,None,"173,349","6,852"
Physical Science and Engineering,Robotics,https://www.coursera.org/specializations/robotics,Vijay Kumar,"The Introduction to Robotics Specialization introduces you to the concepts of robot flight and movement, how robots perceive their environment, and how they adjust their movements to avoid obstacles, navigate difficult terrains and accomplish complex tasks such as construction and disaster recovery. You will be exposed to real world examples of how robots have been applied in disaster situations, how they have made advances in human health care and what their future capabilities will be. The courses build towards a capstone in which you will learn how to program a robot to perform a variety of movements such as flying and grasping objects.","44,250","2,927"
Physical Science and Engineering,Geographic Information Systems  (GIS),https://www.coursera.org/specializations/gis,NaN,"Knowledge of Geographic Information Systems (GIS) is an increasingly sought after skill in industries from agriculture to public health. This Specialization, offered in partnership with ArcGIS developer Esri, will teach the skills you need to successfully use GIS software in a professional setting. You will learn how to analyze your spatial data, use cartography techniques to communicate your results in maps, and collaborate with peers in GIS and GIS-dependent fields. In the final Capstone Project, you will create a professional-quality GIS portfolio piece using a combination of data identification and collection, analytical map development, and spatial analysis techniques.

Interested in learning advanced GIS topics? Check out the Spatial Data Analysis and Visualization MasterTrack™ Program.","70,295","5,296"
Physical Science and Engineering,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot,NaN,"Design, create, and deploy a fun IoT device using Arduino and Raspberry Pi platforms.

This Specialization covers embedded systems, the Raspberry Pi Platform, and the Arduino environment for building devices that can control the physical world. In the final Capstone Project, you’ll apply the skills you learned by designing, building, and testing a microcontroller-based embedded system, producing a unique final project suitable for showcasing to future employers. Please note that this specialization does not offer discussion forums.","140,231","11,760"
Physical Science and Engineering,Robotics,https://www.coursera.org/specializations/robotics,Vijay Kumar,"The Introduction to Robotics Specialization introduces you to the concepts of robot flight and movement, how robots perceive their environment, and how they adjust their movements to avoid obstacles, navigate difficult terrains and accomplish complex tasks such as construction and disaster recovery. You will be exposed to real world examples of how robots have been applied in disaster situations, how they have made advances in human health care and what their future capabilities will be. The courses build towards a capstone in which you will learn how to program a robot to perform a variety of movements such as flying and grasping objects.","44,250","2,927"
Physical Science and Engineering,Cybersecurity,https://www.coursera.org/specializations/cyber-security,Jennifer Golbeck,"The Cybersecurity Specialization covers the fundamental concepts underlying the construction of secure systems, from the hardware to the software to the human-computer interface, with the use of cryptography to secure interactions. These concepts are illustrated with examples drawn from modern practice, and augmented with hands-on exercises involving relevant tools and techniques. Successful participants will develop a way of thinking that is security-oriented, better understanding how to think about adversaries and how to build systems that defend against them.","81,061","4,132"
Physical Science and Engineering,Power Electronics,https://www.coursera.org/specializations/power-electronics,NaN,"Design modern switched-mode power converters; create high-performance control loops around power converters; understand efficiency, power density and cost trade-offs

By 2030, 80% of all electrical energy will be processed by power electronics. Professional advantages continue to grow for technical engineers who understand the fundamental principles and technical requirements of modern power conversion systems. This specialization covers design-oriented analysis, modeling and simulation techniques leading to practical engineering of high-performance power electronics systems.","20,980","2,852"
Physical Science and Engineering,Self-Driving Cars,https://www.coursera.org/specializations/self-driving-cars,Steven Waslander,"Be at the forefront of the autonomous driving industry. With market researchers predicting a $42-billion market and more than 20 million self-driving cars on the road by 2025, the next big job boom is right around the corner.

This Specialization gives you a comprehensive understanding of state-of-the-art engineering practices used in the self-driving car industry. You'll get to interact with real data sets from an autonomous vehicle (AV)―all through hands-on projects using the open source simulator CARLA.

Throughout your courses, you’ll hear from industry experts who work at companies like Oxbotica and Zoox as they share insights about autonomous technology and how that is powering job growth within the field.

You’ll learn from a highly realistic driving environment that features 3D pedestrian modelling and environmental conditions. When you complete the Specialization successfully, you’ll be able to build your own self-driving software stack and be ready to apply for jobs in the autonomous vehicle industry.

It is recommended that you have some background in linear algebra, probability, statistics, calculus, physics, control theory, and Python programming. You will need these specifications in order to effectively run the CARLA simulator: Windows 7 64-bit (or later) or Ubuntu 16.04 (or later), Quad-core Intel or AMD processor (2.5 GHz or faster), NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher, 8 GB RAM, and OpenGL 3 or greater (for Linux computers).","60,988","2,415"
Physical Science and Engineering,Sustainable Cities and Communities,https://www.coursera.org/specializations/sustainable-cities,Dr. Kes McCormick,"In this specialisation you will learn how to drive change in cities and communities towards sustainable, climate friendly, just, healthy and prosperous futures, and you will boost your career with new knowledge, understanding and skills for navigating urban transformations. This specialisation brings together a series of cutting-edge courses with world-leading teachers on cities, communities, sustainability, governance and innovation.

This specialisation is offered by the IIIEE at Lund University and the City Futures Academy – an online learning community on urban transformations. Our flagship course, Greening the Economy: Sustainable Cities, is ranked in the Best Online Courses of All Time by Class Central. The ranking by Class Central contains 250 courses from 100 universities based on 170,000 reviews. Our specialisation builds on the success of the Greening the Economy: Sustainable Cities course.

A key approach embedded in the courses in this specialisation is the role of experimentation in urban transformations. In particular, urban living labs are highlighted as a means for catalysing change in cities and communities towards sustainable, climate friendly, just, healthy and prosperous futures. The experimentation within urban living labs offers the potential for accelerating transformations and systematic learning across urban and national contexts.",NaN,90
Physical Science and Engineering,CAD and Digital Manufacturing,https://www.coursera.org/specializations/cad-design-digital-manufacturing,NaN,"The future of making is here, bringing with it radical changes in the way things are designed, made, and used. And it’s disrupting every industry. With the right knowledge and tools, this disruption is your opportunity—whether you're an entrepreneur, designer, or engineer.

Today’s dominant technology trends—cloud computing, mobile technology, social connection, and collaboration—are driving businesses and consumers alike to explore profoundly different ways to design, make, and use things. This kind of industry transformation has happened before, but the pace of change is now much faster. In today’s competitive landscape, anyone can be an innovator—and it’s all about who innovates first.

Through this specialization, you will learn the foundations of product innovation and digital manufacturing while developing your technical skills within Autodesk® Fusion 360™.

Plus, by completing this Specialization, you’ll unlock an Autodesk Credential as further recognition of your success! The Autodesk Credential comes with a digital badge and certificate, which you can add to your resume and share on social media platforms like LinkedIn, Facebook, and Twitter. Sharing your Autodesk Credential can signal to hiring managers that you’ve got the right skills for the job and you’re up on the latest industry trends like digital manufacturing.

Looking for Autodesk Fusion 360 certification prep courses? Check out additional learning resources to help you uplevel your skills.","43,793","3,695"
Physical Science and Engineering,Internet of Things and AI Cloud,https://www.coursera.org/specializations/internet-of-things,Harinath Garudadri,"This Specialization covers the development of Internet of Things (IoT) products and services—including devices for sensing, actuation, processing, and communication—to help you develop skills and experiences you can employ in designing novel systems. The Specialization has theory and lab sections. In the lab sections you will learn hands-on IoT concepts such as sensing, actuation and communication. In the final Capstone Project, developed in partnership with Qualcomm, you’ll apply the skills you learned on a project of your choice using the DragonBoard 410c platform.","30,055",997
Physical Science and Engineering,Digital Manufacturing & Design Technology ,https://www.coursera.org/specializations/digital-manufacturing-design-technology,Ken English,"Whether you’re a high school graduate exploring manufacturing careers, or an operations manager hungry for an understanding of the newest manufacturing technologies, this specialization will provide a foundation in how digital advances are changing the landscape and capabilities of factories. Nine courses – developed with input from the manufacturing industry – touch on Industry 4.0 and its components, including digital manufacturing and design practices, the concept of the digital thread, the Internet of Things and Big Data. To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA","28,295","3,470"
Physical Science and Engineering,Wind Energy,https://www.coursera.org/learn/wind-energy,Ameya Sathe,None,"145,201","6,799"
Physical Science and Engineering,"GIS, Mapping, and Spatial Analysis",https://www.coursera.org/specializations/gis-mapping-spatial-analysis,NaN,"This Specialization is for those new to mapping and GIS, as well as anyone looking to gain a better understanding of how it all works and why. You will learn practical skills that can be applied to your own work using cutting-edge software created by Esri Inc., the world's leading GIS company and our industry partner.

PLEASE NOTE: THE SOFTWARE IS NO LONGER PROVIDED WITH THIS COURSE. YOU WILL HAVE TO OBTAIN IT ON YOUR OWN.","35,508","1,992"
Physical Science and Engineering,Spatial Analysis and Satellite Imagery in a GIS,https://www.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis,NaN,None,"21,764",492
Physical Science and Engineering,Una aproximación a la química del carbono,https://www.coursera.org/learn/qimica-carbono,Carmela Crisóstomo Lucas,None,"13,597",380
Physical Science and Engineering,Statistical Molecular Thermodynamics,https://www.coursera.org/learn/statistical-thermodynamics,NaN,This introductory physical chemistry course examines the connections between molecular properties and the behavior of macroscopic chemical systems.,"22,502",338
Physical Science and Engineering,GIS Data Acquisition and Map Design,https://www.coursera.org/learn/gis-data-acquisition-map-design,NaN,None,"22,410",587
Physical Science and Engineering,Mountains 101,https://www.coursera.org/learn/mountains-101,Zac Robinson,None,"70,383","2,389"
Physical Science and Engineering,"GIS, Mapping, and Spatial Analysis Capstone",https://www.coursera.org/learn/gis-mapping-spatial-analysis-capstone,NaN,None,"12,400",258
Physical Science and Engineering,Kinematics: Describing the Motions of Spacecraft,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,NaN,None,"20,796",294
Physical Science and Engineering,Understanding Einstein: The Special Theory of Relativity,https://www.coursera.org/learn/einstein-relativity,NaN,None,"142,760","2,817"
Physical Science and Engineering,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,https://www.coursera.org/learn/dynamics,NaN,None,"42,283",675
Physical Science and Engineering,Astrobiology: Exploring Other Worlds,https://www.coursera.org/learn/astrobiology-exploring-other-worlds,NaN,None,"23,833",386
Physical Science and Engineering,"Excel/VBA for Creative Problem Solving, Part 2",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-2,NaN,None,"34,924","1,227"
Physical Science and Engineering,Planet Earth...and You!,https://www.coursera.org/learn/planet-earth,Dr. Stephen Marshak,"Earthquakes, volcanoes, mountain building, ice ages, landslides, floods, life evolution, plate motions—all of these phenomena have interacted over the vast expanses of deep time to sculpt the dynamic planet that we live on today.  Planet Earth presents an overview of several aspects of our home, from a geological perspective.  We begin with earthquakes—what they are, what causes them, what effects they have, and what we can do about them. We will emphasize that plate tectonics—the grand unifying theory of geology—explains how the map of our planet's surface has changed radically over geologic time, and why present-day geologic activity—including a variety of devastating natural disasters such as earthquakes—occur where they do.  We consider volcanoes, types of eruptions, and typical rocks found there. Finally, we will delve into the processes that produce the energy and mineral resources that modern society depends on, to help understand the context of the environment and sustainability challenges that we will face in the future.","24,337",510
Physical Science and Engineering,Neuronales Netz von Scratch,https://www.coursera.org/projects/neuronales-netz-von-scratch-tensorflow,NaN,NaN,NaN,NaN
Physical Science and Engineering,Bilddaten Augmentieren mit Keras,https://www.coursera.org/projects/bilddaten-augmentieren-mit-keras,NaN,NaN,NaN,NaN
Physical Science and Engineering,Eine Kurze Einführung in Julia,https://www.coursera.org/projects/einfuehrung-in-julia-programming,NaN,NaN,NaN,NaN
Physical Science and Engineering,Participatory NetLogo Simulations with HubNet,https://www.coursera.org/projects/hubnet,NaN,NaN,NaN,NaN
Physical Science and Engineering,Strömungsimulation einer Kreiselpumpe,https://www.coursera.org/projects/stromungsimulation-einer-kreiselpumpe,NaN,NaN,NaN,NaN
Physical Science and Engineering,CFD Simulation um einen Spoiler,https://www.coursera.org/projects/cfd-simulation-um-einen-spoiler,NaN,NaN,NaN,NaN
Physical Science and Engineering,Netzkonvergenzstudien in der Finiten Elemente Methode,https://www.coursera.org/projects/netzkonvergenzstudie-finite-elemente-methode,NaN,NaN,NaN,NaN
Physical Science and Engineering,Linearer & Nichtlineare Finite Elemente Analyse mit SimScale,https://www.coursera.org/projects/linearer-nichtlineare-finite-elemente-analyse-mit-simscale,NaN,NaN,NaN,NaN
Physical Science and Engineering,Eine Einführung in die Finite Elemente Methode mit SimScale,https://www.coursera.org/projects/fem-finite-elemente-methode-mit-simscale,NaN,NaN,NaN,NaN
Physical Science and Engineering,How to Visualize Research Data in Tableau,https://www.coursera.org/projects/how-visualize-research-data-tableau,NaN,NaN,NaN,NaN
Physical Science and Engineering,مقدمة لفيزياء ألعاب الفيديو باستخدام محرك ألعاب Unity,https://www.coursera.org/projects/moqadema-le-physic-al3ab-video-be-estkhdam-moharak-al3ab-unity,NaN,NaN,NaN,NaN
Physical Science and Engineering,User-Experience: Create a Storyboard using Storyboarder,https://www.coursera.org/projects/user-experience-create-a-storyboard-using-storyboarder,NaN,NaN,NaN,NaN
Physical Science and Engineering,The hidden value – Lean in manufacturing and services,https://www.coursera.org/learn/lean-manufacturing-services,"Aurélie Delemarle, Ph.D",None,"28,482",746
Physical Science and Engineering,Intelligent Machining,https://www.coursera.org/learn/intelligent-machining,NaN,None,"24,272","1,308"
Physical Science and Engineering,Manufacturing Process with Autodesk Fusion 360,https://www.coursera.org/learn/manufacturing-process-fusion-360,NaN,None,"18,349",474
Physical Science and Engineering,Advanced Manufacturing Enterprise,https://www.coursera.org/learn/advanced-manufacturing-enterprise,NaN,None,"14,603",608
Physical Science and Engineering,CAD and Digital Manufacturing,https://www.coursera.org/specializations/cad-design-digital-manufacturing,NaN,"The future of making is here, bringing with it radical changes in the way things are designed, made, and used. And it’s disrupting every industry. With the right knowledge and tools, this disruption is your opportunity—whether you're an entrepreneur, designer, or engineer.

Today’s dominant technology trends—cloud computing, mobile technology, social connection, and collaboration—are driving businesses and consumers alike to explore profoundly different ways to design, make, and use things. This kind of industry transformation has happened before, but the pace of change is now much faster. In today’s competitive landscape, anyone can be an innovator—and it’s all about who innovates first.

Through this specialization, you will learn the foundations of product innovation and digital manufacturing while developing your technical skills within Autodesk® Fusion 360™.

Plus, by completing this Specialization, you’ll unlock an Autodesk Credential as further recognition of your success! The Autodesk Credential comes with a digital badge and certificate, which you can add to your resume and share on social media platforms like LinkedIn, Facebook, and Twitter. Sharing your Autodesk Credential can signal to hiring managers that you’ve got the right skills for the job and you’re up on the latest industry trends like digital manufacturing.

Looking for Autodesk Fusion 360 certification prep courses? Check out additional learning resources to help you uplevel your skills.","43,793","3,695"
Physical Science and Engineering,Digital Manufacturing & Design Technology ,https://www.coursera.org/specializations/digital-manufacturing-design-technology,Ken English,"Whether you’re a high school graduate exploring manufacturing careers, or an operations manager hungry for an understanding of the newest manufacturing technologies, this specialization will provide a foundation in how digital advances are changing the landscape and capabilities of factories. Nine courses – developed with input from the manufacturing industry – touch on Industry 4.0 and its components, including digital manufacturing and design practices, the concept of the digital thread, the Internet of Things and Big Data. To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA","28,295","3,470"
Physical Science and Engineering,Advanced Manufacturing Process Analysis,https://www.coursera.org/learn/advanced-manufacturing-process-analysis,NaN,None,"20,686","1,138"
Arts and Humanities,Modern and Contemporary Art and Design,https://www.coursera.org/specializations/modern-contemporary-art-design,Lisa Mazzola,"This Specialization will introduce you to the art of our time. Through original films and audio, you will go behind the scenes to look closely at artworks and into studios to hear directly from artists, designers, curators and others. This Specialization is for anyone who would like to learn more about modern and contemporary art. No prior knowledge is required. Enroll to receive invitations to virtual events, gain exclusive access to MoMA resources, and share ideas with an international learner community.

Start with Modern Art & Ideas to learn how artists have taken inspiration from their environment and responded to social issues over the past 150 years. Next, take a deep dive into Seeing Through Photographs, exploring photography from its origins in the mid-1800s through the present. This course addresses the gap between seeing and truly understanding photographs by introducing ideas, approaches and technologies that inform their making.

Explore artworks made since 1980 in What Is Contemporary Art? Ranging from 3-D–printed glass and fiber sculptures to performances in a factory, the works in this course introduce you to the diverse materials, motivations and methods of artists working today. Complete the Specialization with Fashion as Design, and investigate the choices you make about fashion in relation to expression, sustainability, labor practices, identity and more. Learn from makers working with clothing every day—and, in some cases, reinventing it for the future.","36,174","1,897"
Arts and Humanities,Modern Art & Ideas,https://www.coursera.org/learn/modern-art-ideas,NaN,None,"421,149","5,967"
Arts and Humanities,Fashion as Design,https://www.coursera.org/learn/fashion-design,Paola Antonelli,None,"253,681","2,707"
Arts and Humanities,In the Studio: Postwar Abstract Painting,https://www.coursera.org/learn/painting,Alex Roediger,None,"123,082","1,348"
Arts and Humanities,Seeing Through Photographs,https://www.coursera.org/learn/photography,NaN,None,"390,101","4,160"
Arts and Humanities,Art & Activity: Interactive Strategies for Engaging with Art,https://www.coursera.org/learn/art-activity,Larissa Raphael,"Art can be a powerful catalyst for building skills and understanding a range of subjects. Intended for primary and secondary teachers of all disciplines, Art & Activity builds upon the inquiry-based approaches of Art and Inquiry: Museum Teaching Strategies for Your Classroom, while delving into activity-based strategies that will make your students empowered participants.","101,398","1,151"
Arts and Humanities,Our Earth's Future,https://www.coursera.org/learn/earth-climate-change,NaN,"Our Earth’s Future is about the science of climate change and how to talk about it. You will learn from scientists in the fields of climatology, oceanography, Earth science, and anthropology who study how climate change is affecting people, populations, and ways of life. Explore the multiple lines of evidence for the human-induced climate change that is happening today, and consider what that means for the future of our planet. At the end of this course you will be able to understand key scientific principles, identify and address misconceptions, and contribute confidently to conversations about climate change.","33,517",726
Arts and Humanities,What Is Contemporary Art?,https://www.coursera.org/learn/contemporary-art,Sophie Cavoulacos,None,"149,766","1,700"
Arts and Humanities,Modern and Contemporary Art and Design,https://www.coursera.org/specializations/modern-contemporary-art-design,Lisa Mazzola,"This Specialization will introduce you to the art of our time. Through original films and audio, you will go behind the scenes to look closely at artworks and into studios to hear directly from artists, designers, curators and others. This Specialization is for anyone who would like to learn more about modern and contemporary art. No prior knowledge is required. Enroll to receive invitations to virtual events, gain exclusive access to MoMA resources, and share ideas with an international learner community.

Start with Modern Art & Ideas to learn how artists have taken inspiration from their environment and responded to social issues over the past 150 years. Next, take a deep dive into Seeing Through Photographs, exploring photography from its origins in the mid-1800s through the present. This course addresses the gap between seeing and truly understanding photographs by introducing ideas, approaches and technologies that inform their making.

Explore artworks made since 1980 in What Is Contemporary Art? Ranging from 3-D–printed glass and fiber sculptures to performances in a factory, the works in this course introduce you to the diverse materials, motivations and methods of artists working today. Complete the Specialization with Fashion as Design, and investigate the choices you make about fashion in relation to expression, sustainability, labor practices, identity and more. Learn from makers working with clothing every day—and, in some cases, reinventing it for the future.","36,174","1,897"
Arts and Humanities,Foundations of User Experience (UX) Design,https://www.coursera.org/learn/foundations-user-experience-design,NaN,None,"711,984","43,294"
Arts and Humanities,Graphic Design,https://www.coursera.org/specializations/graphic-design,Michael Worthington,"Graphic design is all around us, in a myriad of forms, both on screen and in print, yet it is always made up of images and words to create a communication goal. This four-course sequence exposes students to the fundamental skills required to make sophisticated graphic design: process, historical context, and communication through image-making and typography. The sequence is completed by a capstone project that applies the skills of each course and peer feedback in a finished branding project suitable for a professional portfolio.

The goal of this specialization is to equip learners with a set of transferable formal and conceptual tools for “making and communicating” in the field of graphic design. This core skill set will equip learners for formal studies in graphic design, and a starting point for further work in interface design, motion graphics, and editorial design.","294,024","14,702"
Arts and Humanities,Fundamentals of Graphic Design,https://www.coursera.org/learn/fundamentals-of-graphic-design,NaN,None,"641,432","15,765"
Arts and Humanities,Introduction to Philosophy,https://www.coursera.org/learn/philosophy,Dr.  Dave Ward,None,"590,681","8,611"
Arts and Humanities,Indigenous Canada,https://www.coursera.org/learn/indigenous-canada,NaN,"Indigenous Canada is a 12-lesson Massive Open Online Course (MOOC) from the Faculty of Native Studies that explores the different histories and contemporary perspectives of Indigenous peoples living in Canada. From an Indigenous perspective, this course explores complex experiences Indigenous peoples face today from a historical and critical perspective highlighting national and local Indigenous-settler relations. Topics for the 12 lessons include the fur trade and other exchange relationships, land claims and environmental impacts, legal systems and rights, political conflicts and alliances, Indigenous political activism, and contemporary Indigenous life, art and its expressions.","506,397","20,325"
Arts and Humanities,The Singer Songwriter,https://www.coursera.org/specializations/singer-songwriter,Thaddeus Hogarth,"Do you have a song in your heart that you want to share it with others? In the Singer/Songwriter specialization, you will learn all the skills you need to write, perform, and record your own original music. You’ll begin by learning how to play the guitar to accompany yourself in Guitar for Beginners. You’ll learn how to play chords and scales, as well as strumming patterns and finger picking patterns. In Singing Popular Music, you’ll explore your voice and develop your own personal style. You’ll learn how to sing properly, mastering the correct techniques and breath support. From there, you’ll hone your writing craft, focusing on lyrics. You’ll learn about stressed and unstressed syllables, rhyme schemes, and lyrical phrasing.You’ll also record into a Digital Audio Workstation, focusing on Ableton Live and capturing both MIDI and real instruments into your DAW to record and share your ideas with the world.","19,461",417
Arts and Humanities,Modern Art & Ideas,https://www.coursera.org/learn/modern-art-ideas,NaN,None,"421,149","5,967"
Arts and Humanities,Seeing Through Photographs,https://www.coursera.org/learn/photography,NaN,None,"390,101","4,160"
Arts and Humanities,English Composition I,https://www.coursera.org/learn/english-composition,NaN,None,"373,666",971
Arts and Humanities,Introduction to Logic and Critical Thinking,https://www.coursera.org/specializations/logic-critical-thinking-duke,Dr. Walter  Sinnott-Armstrong,"By taking Introduction to Logic and Critical Thinking you will improve your ability to identify, analyze, and evaluate arguments by other people (including politicians, used car salesmen, and teachers) and also to construct arguments of your own in order to convince others and to help you decide what to believe or do. This specialization introduces general standards of good reasoning and offers tools to improve your critical thinking skills. These skills will help you determine when an argument is being given, what its crucial parts are, and what it assumes implicitly. You will also learn how to apply deductive and inductive standards for assessing arguments and how to detect and avoid fallacies.","26,951",457
Arts and Humanities,How to Play Guitar,https://www.coursera.org/specializations/play-guitar,Thaddeus Hogarth,"Have you always wanted to play the guitar, but never knew where to start? Whether you’re just picking up the guitar for the first time or you just want to brush up on your skills, the Guitar Techniques specialization created by Berklee College of Music will help you practice the techniques you need to bring your playing to the next level. Throughout this 16-week specialization, you’ll lay a firm foundation by learning and practicing major, minor, and pentatonic scales as well as triads and chords. You’ll also practice improvising, writing melodies and licks, and playing through lead sheets. By the end of this specialization, you’ll have learned the skills and confidence to perform your favorite songs in front of an audience.","27,839",417
Arts and Humanities,Graphic Design,https://www.coursera.org/specializations/graphic-design,Michael Worthington,"Graphic design is all around us, in a myriad of forms, both on screen and in print, yet it is always made up of images and words to create a communication goal. This four-course sequence exposes students to the fundamental skills required to make sophisticated graphic design: process, historical context, and communication through image-making and typography. The sequence is completed by a capstone project that applies the skills of each course and peer feedback in a finished branding project suitable for a professional portfolio.

The goal of this specialization is to equip learners with a set of transferable formal and conceptual tools for “making and communicating” in the field of graphic design. This core skill set will equip learners for formal studies in graphic design, and a starting point for further work in interface design, motion graphics, and editorial design.","294,024","14,702"
Arts and Humanities,Indigenous Canada,https://www.coursera.org/learn/indigenous-canada,NaN,"Indigenous Canada is a 12-lesson Massive Open Online Course (MOOC) from the Faculty of Native Studies that explores the different histories and contemporary perspectives of Indigenous peoples living in Canada. From an Indigenous perspective, this course explores complex experiences Indigenous peoples face today from a historical and critical perspective highlighting national and local Indigenous-settler relations. Topics for the 12 lessons include the fur trade and other exchange relationships, land claims and environmental impacts, legal systems and rights, political conflicts and alliances, Indigenous political activism, and contemporary Indigenous life, art and its expressions.","506,397","20,325"
Arts and Humanities,Modern and Contemporary Art and Design,https://www.coursera.org/specializations/modern-contemporary-art-design,Lisa Mazzola,"This Specialization will introduce you to the art of our time. Through original films and audio, you will go behind the scenes to look closely at artworks and into studios to hear directly from artists, designers, curators and others. This Specialization is for anyone who would like to learn more about modern and contemporary art. No prior knowledge is required. Enroll to receive invitations to virtual events, gain exclusive access to MoMA resources, and share ideas with an international learner community.

Start with Modern Art & Ideas to learn how artists have taken inspiration from their environment and responded to social issues over the past 150 years. Next, take a deep dive into Seeing Through Photographs, exploring photography from its origins in the mid-1800s through the present. This course addresses the gap between seeing and truly understanding photographs by introducing ideas, approaches and technologies that inform their making.

Explore artworks made since 1980 in What Is Contemporary Art? Ranging from 3-D–printed glass and fiber sculptures to performances in a factory, the works in this course introduce you to the diverse materials, motivations and methods of artists working today. Complete the Specialization with Fashion as Design, and investigate the choices you make about fashion in relation to expression, sustainability, labor practices, identity and more. Learn from makers working with clothing every day—and, in some cases, reinventing it for the future.","36,174","1,897"
Arts and Humanities,Creative Writing,https://www.coursera.org/specializations/creative-writing,Brando Skyhorse,"This Specialization covers elements of three major creative writing genres: short story, narrative essay, and memoir. You will master the techniques that good writers use to compose a bracing story, populated with memorable characters in an interesting setting, written in a fresh descriptive style. You will analyze and constructively evaluate peer writing. In the Capstone, you will draft, rewrite, and complete a substantial original story in the genre of your choosing.

Our courses are designed for anyone from the aspiring short story writer to established novelist. Whether you have a finished novel sitting on your desk calling for a fresh look or have had the germ of an idea for a decade, this Specialization gives you tools to achieve your goal. Through 4 courses focused on a key aspect of writing, and taken in any order you choose, you will develop a stronger ability to not only refine your writing, but critique writing in general and find inspiration in the works you are already reading.

Thanks to our sponsors, upon completion of their first assignment, learners in each course will receive up to an 80% discount from Write-Bros and a 30% discount off their first purchase from Scrivener to use on their writing software. Additionally, learners who complete an assignment will receive 30% off membership at the online writing community Scribophile. For more information about our partners, see the FAQ below.","102,757","4,683"
